77,Ratchet Straps 4 Pack,Automotive,163,172,D,0,0.05
78,Paprika Smoked,Perishables,599,293,S,0,0
79,Vanilla Extract Pure 4oz,Perishables,1196,94,S,0,0
80,Electronic Door Lock Keypad,Electronics,217,352,D,0,0.1
81,Harry Potter Order of Phoenix,Books,1004,122,D,0,0.02
82,"String Trimmer Electric 12""",Garden,1129,50,T,0.15,0
83,"Laptop Sleeve Neoprene 15.6""",Office,1043,417,T,0.15,0
84,Pencil Cup Mesh,Office,702,114,T,0.15,0
85,Trimmer for Beard,Beauty,368,301,T,0.15,0
86,Corduroy Bear,Books,1135,236,D,0,0.19
87,Silk Sleep Mask,Beauty,1352,266,T,0.15,0
88,Blades Utility 100ct,Office,1151,417,T,0.15,0
89,Foam Handle Grips,Sports,1230,274,T,0.15,0
90,Slippers Memory Foam Gray,Clothing,326,452,T,0.15,0
91,Guess How Much I Love You,Books,1911,71,D,0,0.04
92,Visitor Sign In Book,Office,588,359,T,0.15,0
93,"Chainsaw Mini 6"" Battery",Garden,119,338,D,0,0.09
94,Micellar Water Makeup Remover,Beauty,1302,196,D,0,0.1
95,Sleeping Pad Inflatable,Sports,629,311,T,0.15,0
96,Laundry Hamper Collapsible,Home,301,292,T,0.15,0
97,Ab Wheel Roller,Sports,690,460,T,0.15,0
98,Gaming Mechanical Keyboard RGB,Electronics,1979,392,D,0,0.1
99,Fidget Spinner Rainbow,Toys,1452,314,D,0,0.14
100,Face Roller Jade,Beauty,406,55,T,0.15,0
101,Hanging File Folders 50ct,Office,616,433,T,0.15,0
102,Sriracha Hot Chili Sauce,Perishables,986,234,S,0,0
103,Dijon Mustard 8oz,Perishables,1122,242,S,0,0
104,Running Hat UV Protection,Sports,450,28,D,0,0.16
105,Letter Opener Stainless,Office,443,316,T,0.15,0
106,Water Balloons Self Sealing,Toys,1512,260,T,0.15,0
107,Train Tracks Expansion Pack,Toys,343,358,T,0.15,0
108,"Backpack Laptop 15.6""",Clothing,1226,131,T,0.15,0
109,Mulch Film Black 3ft x 50ft,Garden,1412,223,T,0.15,0
110,Jeggings Pull-On Black,Clothing,405,450,D,0,0.14
111,Projector Ceiling Mount,Office,1625,371,T,0.15,0
112,Knit Beanie Winter Hat,Clothing,889,146,D,0,0.13
113,Mass Air Flow Sensor,Automotive,463,130,D,0,0.16
114,Timeline Mass Market,Books,1229,32,T,0.15,0
115,Transmission Filter Kit,Automotive,219,425,T,0.15,0
116,T-Shirt Graphic Print,Clothing,585,421,D,0,0.08
117,Spinach Frozen Chopped,Perishables,710,123,S,0,0
118,Shock Absorber Gas,Automotive,1586,368,D,0,0.18
119,Desk Tray Metal Mesh,Office,1022,343,T,0.15,0
120,Curling Iron 1 Inch,Beauty,590,66,D,0,0.06
121,Tweezer Slant Tip,Beauty,372,292,T,0.15,0
122,Push Pins Steel 200ct,Office,791,178,D,0,0.11
123,The Snowy Day Caldecott,Books,583,330,D,0,0.04
124,Smart Robot Vacuum,Home,1224,171,T,0.15,0
125,Elephant and Piggie Complete,Books,1374,483,T,0.15,0
126,"Battle Rope 30ft 1.5""",Sports,220,247,T,0.15,0
127,Stability Ball 65cm,Sports,264,145,D,0,0.04
128,Garden Knife Hori Hori,Garden,1695,468,T,0.15,0
129,Room Spray Linen Fresh,Beauty,1610,45,T,0.15,0
130,God Emperor of Dune,Books,1347,26,D,0,0.02
131,Broom and Dustpan Set,Home,1747,218,T,0.15,0
132,"Label Tape White 1/2"" 26ft",Office,610,327,D,0,0.19
133,Wooden Puzzle 100 Pieces,Toys,418,69,D,0,0.15
134,Blackhead Remover Vacuum,Beauty,872,40,T,0.15,0
135,Steamer Handheld Garment,Home,392,295,D,0,0.11
136,Surf Wax Tropical,Sports,1594,445,T,0.15,0
137,Compass Orienteering,Sports,1759,196,T,0.15,0
138,"Trellis Folding 48""",Garden,994,342,D,0,0.19
139,Board Game Strategy,Toys,1503,462,T,0.15,0
140,Knee Pad Foam Pair,Garden,985,186,D,0,0.04
141,Project Folder with Pockets,Office,452,390,D,0,0.05
142,Activity Book Sticker,Toys,815,63,D,0,0.05
143,Garden Hoe Stirrup,Garden,1917,67,T,0.15,0
144,Wide Tooth Comb Shower,Beauty,1623,104,D,0,0.13
145,Soy Sauce Low Sodium,Perishables,1823,450,S,0,0
146,Oil Additive Stop Leak,Automotive,1586,251,D,0,0.05
147,"Cable Ties Reusable 8"" 20ct",Office,1210,113,D,0,0.05
148,Letter Tray Stackable 3 Tier,Office,1095,417,D,0,0.14
149,USB Sound Card Adapter,Electronics,142,51,D,0,0.09
150,Maus I & II Box Set,Books,2000,354,T,0.15,0
151,"Grafting Tape 1"" x 100ft",Garden,299,202,D,0,0.15
152,Fantastic Mr Fox,Books,1219,150,T,0.15,0
153,"Wall Calendar 12""x12"" 2026",Office,1712,191,D,0,0.19
154,Scooter Foldable LED Wheels,Toys,1979,224,T,0.15,0
155,The Day Crayons Quit,Books,1233,431,T,0.15,0
156,Chicken Breast Canned,Perishables,1436,317,S,0,0
157,Measuring Cups & Spoons Set,Home,1302,376,T,0.15,0
158,Cable Organizer Box,Home,1031,441,T,0.15,0
159,Paper Fasteners Brass 100ct,Office,807,21,T,0.15,0
160,Glue Tape Runner Permanent 33ft,Office,1274,100,D,0,0.19
161,Peas Frozen 1lb,Perishables,1323,328,S,0,0
162,Pull-Up Grip Attachments,Sports,1128,101,T,0.15,0
163,Fertilizer All Purpose 10-10-10 4lb,Garden,1261,29,T,0.15,0
164,Headset with Microphone USB,Office,1548,190,D,0,0.02
165,Lug Nuts Chrome 20pc,Automotive,679,149,T,0.15,0
166,USB Conference Microphone,Office,1240,312,T,0.15,0
167,Tie Rod End Outer,Automotive,535,381,D,0,0.08
168,The Giving Tree Hardback,Books,1180,323,T,0.15,0
169,Sweatpants Cuffed Ankle,Clothing,342,332,T,0.15,0
170,Report Covers Clear 50ct,Office,1690,417,T,0.15,0
171,Rosie Revere Engineer,Books,1092,277,T,0.15,0
172,Bow Rake 16 Tine,Garden,1067,261,T,0.15,0
173,Thinking Fast and Slow,Books,1436,339,T,0.15,0
174,The Very Hungry Caterpillar,Books,616,116,D,0,0.14
175,Flat Iron Ceramic Titanium,Beauty,1512,174,D,0,0.04
176,Ball Joint Upper,Automotive,543,414,D,0,0.15
177,Bookcase Ladder 5-Tier,Home,442,442,T,0.15,0
178,Yoga Mat Non-Slip 6mm,Sports,1179,369,T,0.15,0
179,Vest Knitted Button,Clothing,1260,353,T,0.15,0
180,Black Peppercorns Whole,Perishables,1302,32,S,0,0
181,Sapiens Brief History,Books,967,497,T,0.15,0
182,Glue Pen Precision Tip,Office,1157,140,D,0,0.15
183,Super Glue Single Use 10ct,Office,934,129,D,0,0.19
184,Toy Camera Digital,Toys,1546,390,D,0,0.06
185,Laptop Lock Combination,Office,1249,213,T,0.15,0
186,Parka Fur Hood,Clothing,804,486,D,0,0.2
187,Baseball Cap Black,Clothing,1676,376,T,0.15,0
188,Fossil Excavation Kit,Toys,297,15,T,0.15,0
189,Barbell 7ft Olympic,Sports,1965,238,D,0,0.09
190,Bobbers Red/White,Sports,1155,442,D,0,0.01
191,The Testaments Sequel,Books,1761,37,T,0.15,0
192,"Thermometer Compost 20""",Garden,1080,14,D,0,0.19
193,Plant Labels 100ct,Garden,1404,63,T,0.15,0
194,Beach Umbrella 7ft,Sports,1695,3,T,0.15,0
195,Hula Hoop Weighted,Toys,1405,250,T,0.15,0
196,Whole Wheat Bread Loaf,Perishables,905,248,S,0,0
197,HDMI Cable 6ft,Electronics,467,187,D,0,0.17
198,"Ruler Stainless Steel 12""",Office,347,174,T,0.15,0
199,Dash Cover Carpet,Automotive,150,231,D,0,0.19
200,Calculator Printing 12 Digit,Office,121,432,T,0.15,0
201,Paper Ream 20lb 500 Sheets,Office,213,188,D,0,0.16
202,Headstand Bench,Sports,1667,398,D,0,0.14
203,USB-C Hub Adapter,Electronics,145,479,T,0.15,0
204,Adjustable Dumbbells 50lb,Sports,1572,444,D,0,0.19
205,Whistle Survival,Sports,1920,180,T,0.15,0
206,Elliptical Cross Trainer,Sports,1725,148,T,0.15,0
207,Bronzer Matte Deep,Beauty,986,490,T,0.15,0
208,Pen Gel Retractable Blue 6pk,Office,605,204,D,0,0.14
209,Reed Diffuser Cinnamon & Vanilla,Beauty,544,356,D,0,0.12
210,Laptop Backpack Waterproof,Office,1651,443,T,0.15,0
211,Leaf Rake Adjustable,Garden,1963,314,D,0,0.18
212,Organic Quinoa 2lb,Perishables,1722,490,S,0,0
213,Mixing Bowls Stainless Steel,Home,145,420,D,0,0.05
214,Brake Rotor Drilled,Automotive,1482,18,D,0,0.19
215,Jack Floor 3 Ton,Automotive,1041,325,T,0.15,0
216,Presentation Binder 4 D-Ring,Office,1141,72,D,0,0.11
217,Bath Toy Submarine,Toys,1292,54,T,0.15,0
218,Sprayer Pump Pressure 1 Gallon,Garden,1544,76,T,0.15,0
219,"Comb Binding Spines 1/2"" 50ct",Office,549,368,D,0,0.05
220,Ada Twist Scientist,Books,282,112,D,0,0.07
221,Differential Oil 75W-90,Automotive,1617,413,T,0.15,0
223,Landline Telephone with Caller ID,Electronics,701,256,T,0.15,0
224,Jump Rope Plastic Beaded,Toys,841,270,T,0.15,0
225,Docking Station for Laptop,Electronics,140,396,T,0.15,0
226,Factfulness Illustrated,Books,672,182,D,0,0.04
227,Waist Trimmer Belt Neoprene,Beauty,1851,406,D,0,0.08
228,Boxer Briefs Cotton 3-Pack,Clothing,825,178,D,0,0.02
229,Fitness Smart Band,Electronics,1376,88,T,0.15,0
230,Parking Sensor System,Automotive,1968,453,T,0.15,0
231,Weightlifting Belt Leather,Sports,731,176,T,0.15,0
232,Sphere Reissue,Books,1059,151,T,0.15,0
233,Desk Drawer Locking,Office,1194,171,D,0,0.16
234,Cordless Phone with Answering Machine,Electronics,1925,226,D,0,0.07
235,Minced Garlic Jar 8oz,Perishables,974,81,S,0,0
236,Ball Pit Balls 100ct,Toys,702,129,T,0.15,0
237,"Binder 2"" D-Ring with Pockets",Office,547,461,D,0,0.16
238,Hair Spray Strong Hold,Beauty,1600,89,D,0,0.18
239,Romper Denim Short,Clothing,300,240,D,0,0.08
240,Knife Block Magnetic,Home,205,313,T,0.15,0
241,War and Peace Box Set,Books,796,310,T,0.15,0
242,Wax Warmer Kit with Beans,Beauty,195,213,T,0.15,0
243,Balance Bike No Pedals,Toys,1543,255,T,0.15,0
244,Activity Cube Bead Maze,Toys,1874,153,T,0.15,0
245,Yoga Wheel Back Stretch,Sports,1796,64,T,0.15,0
246,Nail Scissors Curved,Beauty,1897,102,T,0.15,0
247,Rod Case Telescopic,Sports,1898,385,D,0,0.07
248,Lead Holder 2mm with Sharpener,Office,540,462,T,0.15,0
249,Transmission Fluid 1 Quart,Automotive,1858,472,D,0,0.18
250,Calorie Counter Digital,Sports,808,125,T,0.15,0
251,Head Gasket Multi-Layer,Automotive,487,11,D,0,0.12
252,Fire Starter Ferro Rod,Sports,1720,475,T,0.15,0
253,"Heating Mat Seedling 10""x20""",Garden,1171,445,D,0,0.1
254,Lash Glue Latex Free,Beauty,546,151,D,0,0.11
255,Pruning Sealer 8oz,Garden,823,333,T,0.15,0
256,Mini Drone with Camera,Electronics,1445,356,T,0.15,0
257,Kickboard Training Foam,Sports,1986,279,D,0,0.09
258,KVM Switch 2 Port USB,Office,847,44,T,0.15,0
259,Oil Filter Spin-On,Automotive,1585,460,T,0.15,0
260,"TV Mount Fixed Low Profile 32-70""",Office,116,180,T,0.15,0
261,Pliers Set 5pc,Automotive,1307,195,T,0.15,0
262,Ignition Coil Pack,Automotive,1021,344,D,0,0.02
263,Stone Soup Folk Tale,Books,118,39,D,0,0.17
264,Toilet Brush Holder Set,Home,1983,360,T,0.15,0
265,Dip Pen Nib Set 5pc,Office,1888,162,T,0.15,0
266,"Urn Planter Classic 18""",Garden,1051,130,T,0.15,0
267,Ground Cinnamon 2oz,Perishables,1285,173,S,0,0
268,Blazer Stretch Fit,Clothing,973,312,D,0,0.06
269,Compression Athletic Shirt,Clothing,724,367,T,0.15,0
270,Oatmeal Steel Cut 24oz,Perishables,1907,102,S,0,0
271,Glue Stick Permanent .28oz 12ct,Office,1506,163,T,0.15,0
272,Ironing Board Full Size,Home,584,379,D,0,0.04
273,Hand Mask Moisturizing,Beauty,1399,380,D,0,0.02
274,Boxing Gloves Leather 16oz,Sports,1121,151,D,0,0.09
275,Sheet Mask Hyaluronic Acid Set of 5,Beauty,584,360,T,0.15,0
276,Medicine Ball 10lb,Sports,1478,308,D,0,0.02
277,Water Gun Super Soaker,Toys,1704,37,T,0.15,0
278,The Hobbit Illustrated,Books,1562,177,T,0.15,0
279,Tuna Chunk Light in Water,Perishables,1528,52,S,0,0
280,Retractable Badge Reel 10ct,Office,1452,162,T,0.15,0
281,Trivet Cork Round,Home,1010,43,D,0,0.04
282,Angels and Demons Paperback,Books,204,217,T,0.15,0
283,Climbing Rope 15ft,Sports,1648,69,D,0,0.14
284,Tire Inflator Portable,Automotive,1666,249,T,0.15,0
285,"Decorative Mirror Round 24""",Home,1343,336,T,0.15,0
286,Fly Tying Vise,Sports,1821,259,D,0,0.14
287,"Drafting Tape 1/4"" 60yd",Office,1923,500,T,0.15,0
288,Tote Bag Canvas Reusable,Clothing,1516,379,D,0,0.02
289,Streaming Media Stick,Electronics,934,256,D,0,0.03
290,Brave New World Reissue,Books,669,357,D,0,0.14
291,Wall Art Canvas Abstract,Home,1161,287,D,0,0.08
292,Next Medical Thriller,Books,1626,172,T,0.15,0
293,Tunic Sweater Turtleneck,Clothing,554,429,D,0,0.18
294,Gua Sha Tool Rose Quartz,Beauty,561,441,T,0.15,0
295,Hooks Assorted Sizes,Sports,538,202,T,0.15,0
296,Rowing Machine Magnetic,Sports,1602,118,D,0,0.1
297,Blueberries for Sal,Books,607,199,T,0.15,0
298,Twist Ties Green 100ct,Garden,477,121,D,0,0.11
299,Microphone Stand Karaoke,Toys,741,15,T,0.15,0
300,"E-Reader 6"" Display",Electronics,1672,241,T,0.15,0
301,Body Scrub Sea Salt,Beauty,639,167,D,0,0.18
302,Tissue Box Cover Leather,Home,1905,260,T,0.15,0
303,Pop Fidget Sensory,Toys,504,239,D,0,0.05
304,American Gods Author's Preferred,Books,1631,175,D,0,0.12
305,White Out Pen Fine Point,Office,883,217,T,0.15,0
306,"Blackout Curtains 84"" Beige",Home,1985,6,D,0,0.16
307,Journal Leather Bound Lined,Office,657,398,T,0.15,0
308,Heeled Sandals Nude,Clothing,1489,38,T,0.15,0
309,Body Fat Caliper Skinfold,Sports,979,430,T,0.15,0
310,Dominoes Colorful 100pc,Toys,639,382,T,0.15,0
311,Dash Cam Front and Rear,Electronics,479,443,D,0,0.04
312,Sunglasses Polarized Aviator,Clothing,1097,55,D,0,0.07
313,Eggs Large Dozen,Perishables,424,157,S,0,0
314,Camp Stool Portable,Sports,1579,108,T,0.15,0
315,Click Clack Moo Cows Type,Books,838,486,D,0,0.02
316,Lawn Edger Manual Step,Garden,600,289,T,0.15,0
317,Strut Assembly Complete,Automotive,943,245,T,0.15,0
318,Fins Short Blade,Sports,1196,230,D,0,0.17
319,"Plush Teddy Bear 12""",Toys,315,133,D,0,0.1
320,Bluetooth FM Transmitter,Electronics,637,227,D,0,0.18
321,Electric Shaver Foil,Beauty,1170,152,T,0.15,0
322,Finger Paint Washable,Toys,816,295,D,0,0.02
323,"Felt Board 20""x30""",Office,598,386,T,0.15,0
324,Drip Irrigation Kit 50ft,Garden,1055,480,T,0.15,0
325,Pull-Up Bar Doorway,Sports,1657,210,D,0,0.16
326,Princess Dress with Tiara,Toys,1284,120,T,0.15,0
327,Tow Strap 30k lbs,Automotive,1697,101,D,0,0.1
328,Under Desk Foot Rest,Office,1770,338,D,0,0.1
329,Nail File Glass Crystal,Beauty,436,461,T,0.15,0
330,Homo Deus Future,Books,1913,155,D,0,0.17
331,The Martian Classroom Edition,Books,283,179,T,0.15,0
332,Alfredo Sauce 15oz,Perishables,1174,6,S,0,0
333,Peanut Butter Crunchy,Perishables,1907,481,S,0,0
334,Funnel Set 3pc,Automotive,1920,293,T,0.15,0
335,White Out Tape 4mm 20ft,Office,1580,43,T,0.15,0
336,"Loppers Compound Action 32""",Garden,335,149,T,0.15,0
337,Spray Adhesive Multipurpose 10oz,Office,901,79,D,0,0.19
338,Eyelash Curler Metal,Beauty,1879,47,D,0,0.04
339,Rubik's Cube Speed,Toys,452,282,T,0.15,0
340,Running Belt Phone Holder,Sports,1180,146,T,0.15,0
341,Liquid Glue School 4oz,Office,1835,269,T,0.15,0
342,Door Handle Chrome,Automotive,1657,147,T,0.15,0
343,Thermal Printer Labels 4x6 500ct,Office,1033,1,D,0,0.1
344,Fire Engine Ladder,Toys,1122,337,D,0,0.16
345,Oil Drain Pan 15 Quart,Automotive,295,223,T,0.15,0
346,Neem Oil Cold Pressed 16oz,Garden,395,50,T,0.15,0
347,Mattock Pick Combo,Garden,1305,31,T,0.15,0
348,Oxygen Sensor Upstream,Automotive,1682,408,T,0.15,0
349,Sticker Pad Animal,Toys,210,108,T,0.15,0
350,Stake Bamboo 4ft 10pk,Garden,652,207,D,0,0.04
351,Black Beans Organic 15oz,Perishables,261,447,S,0,0
352,Fishing Vest Mesh,Sports,849,296,T,0.15,0
353,"Plant Support Cage Tomato 18""",Garden,936,120,D,0,0.11
354,Squishy Toy Stress Relief,Toys,803,120,T,0.15,0
355,Pavilion Anchor Kit 4pc,Garden,1769,10,T,0.15,0
356,Monitor Stand Riser,Office,205,38,T,0.15,0
357,Insect Repellent Spray,Sports,110,307,D,0,0.03
358,Video Doorbell,Electronics,1645,470,T,0.15,0
359,Face Mask Clay Detox,Beauty,1074,222,T,0.15,0
360,Compost Starter 2lb,Garden,1007,27,D,0,0.1
361,Triangle Set 30/60 & 45/90,Office,1533,230,T,0.15,0
362,Index Cards 3x5 Ruled 100ct,Office,942,230,T,0.15,0
363,Bermuda Shorts Khaki,Clothing,744,333,D,0,0.16
364,Dividers 5-Tab Write On,Office,492,81,T,0.15,0
365,Eraser Cap Pencil 36ct,Office,1967,252,T,0.15,0
366,Landscape Staples 50ct,Garden,1426,351,D,0,0.14
367,Train Set Electric,Toys,1673,229,T,0.15,0
368,Stamp Cleaner Spray 4oz,Office,693,461,D,0,0.04
369,Throttle Body Cleaner,Automotive,556,455,T,0.15,0
370,Swim Vest Floaties,Toys,876,180,D,0,0.16
371,Loofah Sponge Soft,Beauty,574,198,D,0,0.19
372,Power Strip Surge 6 Outlet 4ft,Office,1842,246,D,0,0.2
373,Water Table Activity,Toys,1079,273,D,0,0.12
374,Kite Delta Rainbow,Toys,661,212,D,0,0.16
375,Powerline Adapter Kit,Electronics,422,476,T,0.15,0
376,Sneakers Running White,Clothing,1726,229,T,0.15,0
377,Handheld Vacuum Cordless,Home,1585,118,D,0,0.13
378,Butter Unsalted Sticks,Perishables,1125,286,S,0,0
379,Smart Smoke Detector,Home,760,350,D,0,0.1
380,Make Way for Ducklings,Books,1832,129,T,0.15,0
381,Oregano Dried 1oz,Perishables,1973,350,S,0,0
382,Scrapbook 12x12 50 Pages,Office,990,259,D,0,0.05
383,False Lashes Wispy 5 Pair,Beauty,752,80,T,0.15,0
384,Boat Floating Battleship,Toys,910,400,D,0,0.18
385,Weight Bench Flat/Incline,Sports,1581,70,T,0.15,0
386,Bath Rug Chenille,Home,629,381,T,0.15,0
387,Good Omens TV Cover,Books,779,244,D,0,0.16
388,1984 Signet Classics,Books,132,66,T,0.15,0
389,Highlighter Chisel Tip Yellow 6pk,Office,277,15,D,0,0.06
390,Raincoat Hooded Yellow,Clothing,1905,417,T,0.15,0
391,Shoe Rack Stackable 3-Tier,Home,1002,226,D,0,0.17
392,Grass Shear Manual,Garden,1471,329,T,0.15,0
393,Pull Along Duck,Toys,618,261,T,0.15,0
394,"Window Box Fiberstone 24""",Garden,160,422,D,0,0.16
395,Punching Bag Heavy 100lb,Sports,393,307,D,0,0.17
396,Smart Plug Mini,Electronics,1513,207,T,0.15,0
397,"Wheel Spacer 1""",Automotive,295,315,D,0,0.16
398,Resistance Tube with Handles,Sports,791,313,T,0.15,0
399,Nail Art Dotting Tool,Beauty,762,125,D,0,0.07
400,Bath Salts Himalayan Pink,Beauty,1177,144,D,0,0.12
401,Fishing Pliers Split Ring,Sports,1236,279,D,0,0.17
402,Fountain Pen Ink Bottle 50ml,Office,1670,140,T,0.15,0
403,Setting Spray Matte Finish,Beauty,1392,286,T,0.15,0
404,Doll Stroller Pink,Toys,213,244,D,0,0.01
405,Cuticle Oil Almond,Beauty,1754,402,D,0,0.09
406,How to Be an Antiracist,Books,1497,224,T,0.15,0
407,Office Chair Ergonomic Mesh,Office,383,92,T,0.15,0
408,Fern Hanger Macrame 3 Tier,Garden,1770,191,D,0,0.04
409,Cable Machine Pulley,Sports,684,137,T,0.15,0
410,Between the World and Me,Books,757,380,T,0.15,0
411,Pizza Dough Refrigerated,Perishables,1318,78,S,0,0
412,Aftershave Balm Alcohol Free,Beauty,254,497,D,0,0.07
413,Swivels Ball Bearing,Sports,1611,46,T,0.15,0
414,"Standing Desk Adjustable Height 48""",Office,1332,259,T,0.15,0
415,Nail Buffer Block 3-Way,Beauty,470,477,D,0,0.16
416,"Shears Electrician's 10""",Office,1892,176,D,0,0.02
417,Hair Dryer Ionic 1875W,Beauty,188,456,T,0.15,0
418,Sour Cream 16oz,Perishables,237,178,S,0,0
419,Slug Bait Iron Phosphate 1lb,Garden,1799,105,D,0,0.19
420,Peeler Swivel Stainless,Home,935,46,D,0,0.07
421,Flip Chart Markers 8 Colors,Office,463,27,D,0,0.03
422,"T-Pins 1"" 50ct",Office,868,32,D,0,0.09
423,Coding Board Game,Toys,1144,255,T,0.15,0
424,Jeans Distressed Ripped,Clothing,1141,337,D,0,0.08
425,Peasant Top Embroidered,Clothing,888,297,T,0.15,0
426,Oil Drain Plug Magnetic,Automotive,1827,127,T,0.15,0
427,Shipping Label Roll 4x6 200ct,Office,1896,343,T,0.15,0
428,Calculator Scientific 240 Function,Office,257,300,T,0.15,0
429,Backpack Hydration Compatible,Sports,444,202,T,0.15,0
430,Permanent Marker Ultra Fine 6pk,Office,1875,186,T,0.15,0
431,Project Hail Mary Hardcover,Books,1354,489,D,0,0.15
432,Hair Ties Elastic 20ct,Beauty,105,232,D,0,0.15
433,Fishing Reel Baitcasting,Sports,1878,17,D,0,0.08
434,Pride and Prejudice Deluxe,Books,1300,471,D,0,0.11
435,Remote Control Car 1:16 Scale,Toys,1125,24,T,0.15,0
436,Ethernet Cable Cat7,Electronics,1376,110,T,0.15,0
437,Grease Gun with Cartridge,Automotive,246,18,D,0,0.11
438,Waders Breathable Bootfoot,Sports,1190,288,D,0,0.12
439,USB Hub Powered 7 Port,Office,1876,377,D,0,0.17
440,"Bulletin Board 36""x24"" Cork",Office,1365,3,T,0.15,0
