121,Tweezer Slant Tip,372,292,T,0.15,0
122,Push Pins Steel 200ct,791,178,D,0,0.11
124,Smart Robot Vacuum,1224,171,T,0.15,0
125,Elephant and Piggie Complete,1374,483,T,0.15,0
126,"Battle Rope 30ft 1.5""",220,247,T,0.15,0
127,Stability Ball 65cm,264,145,D,0,0.04
128,Garden Knife Hori Hori,1695,468,T,0.15,0
129,Room Spray Linen Fresh,1610,45,T,0.15,0
130,God Emperor of Dune,1347,26,D,0,0.02
131,Broom and Dustpan Set,1747,218,T,0.15,0
132,"Label Tape White 1/2"" 26ft",610,327,D,0,0.19
133,Wooden Puzzle 100 Pieces,418,69,D,0,0.15
134,Blackhead Remover Vacuum,872,40,T,0.15,0
135,Steamer Handheld Garment,392,295,D,0,0.11
136,Surf Wax Tropical,1594,445,T,0.15,0
137,Compass Orienteering,1759,196,T,0.15,0
138,"Trellis Folding 48""",994,342,D,0,0.19
139,Board Game Strategy,1503,462,T,0.15,0
140,Knee Pad Foam Pair,985,186,D,0,0.04
141,Project Folder with Pockets,452,390,D,0,0.05
142,Activity Book Sticker,815,63,D,0,0.05
143,Garden Hoe Stirrup,1917,67,T,0.15,0
144,Wide Tooth Comb Shower,1623,104,D,0,0.13
145,Soy Sauce Low Sodium,1823,450,S,0,0
146,Oil Additive Stop Leak,1586,251,D,0,0.05
147,"Cable Ties Reusable 8"" 20ct",1210,113,D,0,0.05
148,Letter Tray Stackable 3 Tier,1095,417,D,0,0.14
149,USB Sound Card Adapter,142,51,D,0,0.09
150,Maus I & II Box Set,2000,354,T,0.15,0
151,"Grafting Tape 1"" x 100ft",299,202,D,0,0.15
152,Fantastic Mr Fox,1219,150,T,0.15,0
153,"Wall Calendar 12""x12"" 2026",1712,191,D,0,0.19
154,Scooter Foldable LED Wheels,1979,224,T,0.15,0
155,The Day Crayons Quit,1233,431,T,0.15,0
156,Chicken Breast Canned,1436,317,S,0,0
157,Measuring Cups & Spoons Set,1302,376,T,0.15,0
158,Cable Organizer Box,1031,441,T,0.15,0
159,Paper Fasteners Brass 100ct,807,21,T,0.15,0
160,Glue Tape Runner Permanent 33ft,1274,100,D,0,0.19
161,Peas Frozen 1lb,1323,328,S,0,0
162,Pull-Up Grip Attachments,1128,101,T,0.15,0
163,Fertilizer All Purpose 10-10-10 4lb,1261,29,T,0.15,0
164,Headset with Microphone USB,1548,190,D,0,0.02
165,Lug Nuts Chrome 20pc,679,149,T,0.15,0
166,USB Conference Microphone,1240,312,T,0.15,0
167,Tie Rod End Outer,535,381,D,0,0.08
168,The Giving Tree Hardback,1180,323,T,0.15,0
169,Sweatpants Cuffed Ankle,342,332,T,0.15,0
170,Report Covers Clear 50ct,1690,417,T,0.15,0
171,Rosie Revere Engineer,1092,277,T,0.15,0
172,Bow Rake 16 Tine,1067,261,T,0.15,0
173,Thinking Fast and Slow,1436,339,T,0.15,0
174,The Very Hungry Caterpillar,616,116,D,0,0.14
175,Flat Iron Ceramic Titanium,1512,174,D,0,0.04
176,Ball Joint Upper,543,414,D,0,0.15
177,Bookcase Ladder 5-Tier,442,442,T,0.15,0
178,Yoga Mat Non-Slip 6mm,1179,369,T,0.15,0
179,Vest Knitted Button,1260,353,T,0.15,0
180,Black Peppercorns Whole,1302,32,S,0,0
181,Sapiens Brief History,967,497,T,0.15,0
182,Glue Pen Precision Tip,1157,140,D,0,0.15
183,Super Glue Single Use 10ct,934,129,D,0,0.19
184,Toy Camera Digital,1546,390,D,0,0.06
185,Laptop Lock Combination,1249,213,T,0.15,0
186,Parka Fur Hood,804,486,D,0,0.2
187,Baseball Cap Black,1676,376,T,0.15,0
188,Fossil Excavation Kit,297,15,T,0.15,0
189,Barbell 7ft Olympic,1965,238,D,0,0.09
190,Bobbers Red/White,1155,442,D,0,0.01
191,The Testaments Sequel,1761,37,T,0.15,0
192,"Thermometer Compost 20""",1080,14,D,0,0.19
193,Plant Labels 100ct,1404,63,T,0.15,0
194,Beach Umbrella 7ft,1695,3,T,0.15,0
195,Hula Hoop Weighted,1405,250,T,0.15,0
197,HDMI Cable 6ft,467,187,D,0,0.17
198,"Ruler Stainless Steel 12""",347,174,T,0.15,0
199,Dash Cover Carpet,150,231,D,0,0.19
200,Calculator Printing 12 Digit,121,432,T,0.15,0
201,Paper Ream 20lb 500 Sheets,213,188,D,0,0.16
202,Headstand Bench,1667,398,D,0,0.14
203,USB-C Hub Adapter,145,479,T,0.15,0
204,Adjustable Dumbbells 50lb,1572,444,D,0,0.19
205,Whistle Survival,1920,180,T,0.15,0
206,Elliptical Cross Trainer,1725,148,T,0.15,0
207,Bronzer Matte Deep,986,490,T,0.15,0
208,Pen Gel Retractable Blue 6pk,605,204,D,0,0.14
209,Reed Diffuser Cinnamon & Vanilla,544,356,D,0,0.12
210,Laptop Backpack Waterproof,1651,443,T,0.15,0
211,Leaf Rake Adjustable,1963,314,D,0,0.18
212,Organic Quinoa 2lb,1722,490,S,0,0
213,Mixing Bowls Stainless Steel,145,420,D,0,0.05
214,Brake Rotor Drilled,1482,18,D,0,0.19
215,Jack Floor 3 Ton,1041,325,T,0.15,0
216,Presentation Binder 4 D-Ring,1141,72,D,0,0.11
217,Bath Toy Submarine,1292,54,T,0.15,0
218,Sprayer Pump Pressure 1 Gallon,1544,76,T,0.15,0
219,"Comb Binding Spines 1/2"" 50ct",549,368,D,0,0.05
220,Ada Twist Scientist,282,112,D,0,0.07
221,Differential Oil 75W-90,1617,413,T,0.15,0
223,Landline Telephone with Caller ID,701,256,T,0.15,0
224,Jump Rope Plastic Beaded,841,270,T,0.15,0
225,Docking Station for Laptop,140,396,T,0.15,0
226,Factfulness Illustrated,672,182,D,0,0.04
227,Waist Trimmer Belt Neoprene,1851,406,D,0,0.08
228,Boxer Briefs Cotton 3-Pack,825,178,D,0,0.02
229,Fitness Smart Band,1376,88,T,0.15,0
230,Parking Sensor System,1968,453,T,0.15,0
231,Weightlifting Belt Leather,731,176,T,0.15,0
232,Sphere Reissue,1059,151,T,0.15,0
233,Desk Drawer Locking,1194,171,D,0,0.16
234,Cordless Phone with Answering Machine,1925,226,D,0,0.07
235,Minced Garlic Jar 8oz,974,81,S,0,0
236,Ball Pit Balls 100ct,702,129,T,0.15,0
237,"Binder 2"" D-Ring with Pockets",547,461,D,0,0.16
238,Hair Spray Strong Hold,1600,89,D,0,0.18
239,Romper Denim Short,300,240,D,0,0.08
240,Knife Block Magnetic,205,313,T,0.15,0
241,War and Peace Box Set,796,310,T,0.15,0
242,Wax Warmer Kit with Beans,195,213,T,0.15,0
243,Balance Bike No Pedals,1543,255,T,0.15,0
244,Activity Cube Bead Maze,1874,153,T,0.15,0
245,Yoga Wheel Back Stretch,1796,64,T,0.15,0
246,Nail Scissors Curved,1897,102,T,0.15,0
247,Rod Case Telescopic,1898,385,D,0,0.07
248,Lead Holder 2mm with Sharpener,540,462,T,0.15,0
249,Transmission Fluid 1 Quart,1858,472,D,0,0.18
250,Calorie Counter Digital,808,125,T,0.15,0
251,Head Gasket Multi-Layer,487,11,D,0,0.12
252,Fire Starter Ferro Rod,1720,475,T,0.15,0
253,"Heating Mat Seedling 10""x20""",1171,445,D,0,0.1
254,Lash Glue Latex Free,546,151,D,0,0.11
255,Pruning Sealer 8oz,823,333,T,0.15,0
256,Mini Drone with Camera,1445,356,T,0.15,0
257,Kickboard Training Foam,1986,279,D,0,0.09
258,KVM Switch 2 Port USB,847,44,T,0.15,0
259,Oil Filter Spin-On,1585,460,T,0.15,0
260,"TV Mount Fixed Low Profile 32-70""",116,180,T,0.15,0
261,Pliers Set 5pc,1307,195,T,0.15,0
262,Ignition Coil Pack,1021,344,D,0,0.02
263,Stone Soup Folk Tale,118,39,D,0,0.17
264,Toilet Brush Holder Set,1983,360,T,0.15,0
265,Dip Pen Nib Set 5pc,1888,162,T,0.15,0
266,"Urn Planter Classic 18""",1051,130,T,0.15,0
267,Ground Cinnamon 2oz,1285,173,S,0,0
268,Blazer Stretch Fit,973,312,D,0,0.06
269,Compression Athletic Shirt,724,367,T,0.15,0
270,Oatmeal Steel Cut 24oz,1907,102,S,0,0
271,Glue Stick Permanent .28oz 12ct,1506,163,T,0.15,0
272,Ironing Board Full Size,584,379,D,0,0.04
273,Hand Mask Moisturizing,1399,380,D,0,0.02
274,Boxing Gloves Leather 16oz,1121,151,D,0,0.09
275,Sheet Mask Hyaluronic Acid Set of 5,584,360,T,0.15,0
276,Medicine Ball 10lb,1478,308,D,0,0.02
277,Water Gun Super Soaker,1704,37,T,0.15,0
278,The Hobbit Illustrated,1562,177,T,0.15,0
279,Tuna Chunk Light in Water,1528,52,S,0,0
280,Retractable Badge Reel 10ct,1452,162,T,0.15,0
281,Trivet Cork Round,1010,43,D,0,0.04
282,Angels and Demons Paperback,204,217,T,0.15,0
283,Climbing Rope 15ft,1648,69,D,0,0.14
284,Tire Inflator Portable,1666,249,T,0.15,0
285,"Decorative Mirror Round 24""",1343,336,T,0.15,0
286,Fly Tying Vise,1821,259,D,0,0.14
287,"Drafting Tape 1/4"" 60yd",1923,500,T,0.15,0
288,Tote Bag Canvas Reusable,1516,379,D,0,0.02
289,Streaming Media Stick,934,256,D,0,0.03
290,Brave New World Reissue,669,357,D,0,0.14
291,Wall Art Canvas Abstract,1161,287,D,0,0.08
292,Next Medical Thriller,1626,172,T,0.15,0
293,Tunic Sweater Turtleneck,554,429,D,0,0.18
294,Gua Sha Tool Rose Quartz,561,441,T,0.15,0
295,Hooks Assorted Sizes,538,202,T,0.15,0
296,Rowing Machine Magnetic,1602,118,D,0,0.1
297,Blueberries for Sal,607,199,T,0.15,0
298,Twist Ties Green 100ct,477,121,D,0,0.11
299,Microphone Stand Karaoke,741,15,T,0.15,0
300,"E-Reader 6"" Display",1672,241,T,0.15,0
301,Body Scrub Sea Salt,639,167,D,0,0.18
302,Tissue Box Cover Leather,1905,260,T,0.15,0
303,Pop Fidget Sensory,504,239,D,0,0.05
304,American Gods Author's Preferred,1631,175,D,0,0.12
305,White Out Pen Fine Point,883,217,T,0.15,0
306,"Blackout Curtains 84"" Beige",1985,6,D,0,0.16
307,Journal Leather Bound Lined,657,398,T,0.15,0
308,Heeled Sandals Nude,1489,38,T,0.15,0
309,Body Fat Caliper Skinfold,979,430,T,0.15,0
310,Dominoes Colorful 100pc,639,382,T,0.15,0
311,Dash Cam Front and Rear,479,443,D,0,0.04
312,Sunglasses Polarized Aviator,1097,55,D,0,0.07
313,Eggs Large Dozen,424,157,S,0,0
314,Camp Stool Portable,1579,108,T,0.15,0
315,Click Clack Moo Cows Type,838,486,D,0,0.02
316,Lawn Edger Manual Step,600,289,T,0.15,0
317,Strut Assembly Complete,943,245,T,0.15,0
318,Fins Short Blade,1196,230,D,0,0.17
319,"Plush Teddy Bear 12""",315,133,D,0,0.1
320,Bluetooth FM Transmitter,637,227,D,0,0.18
321,Electric Shaver Foil,1170,152,T,0.15,0
322,Finger Paint Washable,816,295,D,0,0.02
323,"Felt Board 20""x30""",598,386,T,0.15,0
324,Drip Irrigation Kit 50ft,1055,480,T,0.15,0
325,Pull-Up Bar Doorway,1657,210,D,0,0.16
326,Princess Dress with Tiara,1284,120,T,0.15,0
327,Tow Strap 30k lbs,1697,101,D,0,0.1
328,Under Desk Foot Rest,1770,338,D,0,0.1
329,Nail File Glass Crystal,436,461,T,0.15,0
330,Homo Deus Future,1913,155,D,0,0.17
331,The Martian Classroom Edition,283,179,T,0.15,0
332,Alfredo Sauce 15oz,1174,6,S,0,0
333,Peanut Butter Crunchy,1907,481,S,0,0
334,Funnel Set 3pc,1920,293,T,0.15,0
335,White Out Tape 4mm 20ft,1580,43,T,0.15,0
336,"Loppers Compound Action 32""",335,149,T,0.15,0
337,Spray Adhesive Multipurpose 10oz,901,79,D,0,0.19
338,Eyelash Curler Metal,1879,47,D,0,0.04
339,Rubik's Cube Speed,452,282,T,0.15,0
340,Running Belt Phone Holder,1180,146,T,0.15,0
341,Liquid Glue School 4oz,1835,269,T,0.15,0
342,Door Handle Chrome,1657,147,T,0.15,0
343,Thermal Printer Labels 4x6 500ct,1033,1,D,0,0.1
344,Fire Engine Ladder,1122,337,D,0,0.16
345,Oil Drain Pan 15 Quart,295,223,T,0.15,0
346,Neem Oil Cold Pressed 16oz,395,50,T,0.15,0
347,Mattock Pick Combo,1305,31,T,0.15,0
348,Oxygen Sensor Upstream,1682,408,T,0.15,0
349,Sticker Pad Animal,210,108,T,0.15,0
350,Stake Bamboo 4ft 10pk,652,207,D,0,0.04
351,Black Beans Organic 15oz,261,447,S,0,0
352,Fishing Vest Mesh,849,296,T,0.15,0
353,"Plant Support Cage Tomato 18""",936,120,D,0,0.11
354,Squishy Toy Stress Relief,803,120,T,0.15,0
355,Pavilion Anchor Kit 4pc,1769,10,T,0.15,0
356,Monitor Stand Riser,205,38,T,0.15,0
357,Insect Repellent Spray,110,307,D,0,0.03
358,Video Doorbell,1645,470,T,0.15,0
359,Face Mask Clay Detox,1074,222,T,0.15,0
360,Compost Starter 2lb,1007,27,D,0,0.1
361,Triangle Set 30/60 & 45/90,1533,230,T,0.15,0
362,Index Cards 3x5 Ruled 100ct,942,230,T,0.15,0
363,Bermuda Shorts Khaki,744,333,D,0,0.16
364,Dividers 5-Tab Write On,492,81,T,0.15,0
365,Eraser Cap Pencil 36ct,1967,252,T,0.15,0
366,Landscape Staples 50ct,1426,351,D,0,0.14
367,Train Set Electric,1673,229,T,0.15,0
368,Stamp Cleaner Spray 4oz,693,461,D,0,0.04
369,Throttle Body Cleaner,556,455,T,0.15,0
370,Swim Vest Floaties,876,180,D,0,0.16
371,Loofah Sponge Soft,574,198,D,0,0.19
372,Power Strip Surge 6 Outlet 4ft,1842,246,D,0,0.2
373,Water Table Activity,1079,273,D,0,0.12
374,Kite Delta Rainbow,661,212,D,0,0.16
375,Powerline Adapter Kit,422,476,T,0.15,0
376,Sneakers Running White,1726,229,T,0.15,0
377,Handheld Vacuum Cordless,1585,118,D,0,0.13
378,Butter Unsalted Sticks,1125,286,S,0,0
379,Smart Smoke Detector,760,350,D,0,0.1
380,Make Way for Ducklings,1832,129,T,0.15,0
381,Oregano Dried 1oz,1973,350,S,0,0
382,Scrapbook 12x12 50 Pages,990,259,D,0,0.05
383,False Lashes Wispy 5 Pair,752,80,T,0.15,0
384,Boat Floating Battleship,910,400,D,0,0.18
385,Weight Bench Flat/Incline,1581,70,T,0.15,0
386,Bath Rug Chenille,629,381,T,0.15,0
387,Good Omens TV Cover,779,244,D,0,0.16
388,1984 Signet Classics,132,66,T,0.15,0
389,Highlighter Chisel Tip Yellow 6pk,277,15,D,0,0.06
390,Raincoat Hooded Yellow,1905,417,T,0.15,0
391,Shoe Rack Stackable 3-Tier,1002,226,D,0,0.17
392,Grass Shear Manual,1471,329,T,0.15,0
393,Pull Along Duck,618,261,T,0.15,0
394,"Window Box Fiberstone 24""",160,422,D,0,0.16
395,Punching Bag Heavy 100lb,393,307,D,0,0.17
396,Smart Plug Mini,1513,207,T,0.15,0
397,"Wheel Spacer 1""",295,315,D,0,0.16
398,Resistance Tube with Handles,791,313,T,0.15,0
399,Nail Art Dotting Tool,762,125,D,0,0.07
400,Bath Salts Himalayan Pink,1177,144,D,0,0.12
401,Fishing Pliers Split Ring,1236,279,D,0,0.17
402,Fountain Pen Ink Bottle 50ml,1670,140,T,0.15,0
403,Setting Spray Matte Finish,1392,286,T,0.15,0
404,Doll Stroller Pink,213,244,D,0,0.01
405,Cuticle Oil Almond,1754,402,D,0,0.09
406,How to Be an Antiracist,1497,224,T,0.15,0
407,Office Chair Ergonomic Mesh,383,92,T,0.15,0
408,Fern Hanger Macrame 3 Tier,1770,191,D,0,0.04
409,Cable Machine Pulley,684,137,T,0.15,0
410,Between the World and Me,757,380,T,0.15,0
411,Pizza Dough Refrigerated,1318,78,S,0,0
412,Aftershave Balm Alcohol Free,254,497,D,0,0.07
413,Swivels Ball Bearing,1611,46,T,0.15,0
414,"Standing Desk Adjustable Height 48""",1332,259,T,0.15,0
415,Nail Buffer Block 3-Way,470,477,D,0,0.16
416,"Shears Electrician's 10""",1892,176,D,0,0.02
417,Hair Dryer Ionic 1875W,188,456,T,0.15,0
418,Sour Cream 16oz,237,178,S,0,0
419,Slug Bait Iron Phosphate 1lb,1799,105,D,0,0.19
420,Peeler Swivel Stainless,935,46,D,0,0.07
421,Flip Chart Markers 8 Colors,463,27,D,0,0.03
422,"T-Pins 1"" 50ct",868,32,D,0,0.09
423,Coding Board Game,1144,255,T,0.15,0
424,Jeans Distressed Ripped,1141,337,D,0,0.08
425,Peasant Top Embroidered,888,297,T,0.15,0
426,Oil Drain Plug Magnetic,1827,127,T,0.15,0
427,Shipping Label Roll 4x6 200ct,1896,343,T,0.15,0
428,Calculator Scientific 240 Function,257,300,T,0.15,0
429,Backpack Hydration Compatible,444,202,T,0.15,0
430,Permanent Marker Ultra Fine 6pk,1875,186,T,0.15,0
431,Project Hail Mary Hardcover,1354,489,D,0,0.15
432,Hair Ties Elastic 20ct,105,232,D,0,0.15
433,Fishing Reel Baitcasting,1878,17,D,0,0.08
434,Pride and Prejudice Deluxe,1300,471,D,0,0.11
435,Remote Control Car 1:16 Scale,1125,24,T,0.15,0
436,Ethernet Cable Cat7,1376,110,T,0.15,0
437,Grease Gun with Cartridge,246,18,D,0,0.11
438,Waders Breathable Bootfoot,1190,288,D,0,0.12
439,USB Hub Powered 7 Port,1876,377,D,0,0.17
440,"Bulletin Board 36""x24"" Cork",1365,3,T,0.15,0
441,Noise Isolating Earbuds,471,461,T,0.15,0
442,Solar Pathway Lights 6pk,512,426,T,0.15,0
443,Cash Register with Scanner,1883,267,T,0.15,0
444,"Whisk Balloon 12""",1201,156,T,0.15,0
445,Embossing Powder Clear 2oz,523,221,T,0.15,0
446,Smart Scale Body Fat,917,155,T,0.15,0
447,Mango Chunks Frozen,1800,489,S,0,0
448,Wireless Presenter Remote,1891,302,D,0,0.05
449,Garden Netting Insect 14ft x 14ft,813,2,T,0.15,0
450,Desk Organizer Pen Holder,148,250,T,0.15,0
451,Sheath Protectors 50ct Plastic,1082,37,D,0,0.18
452,"Hanging Basket Chain 12""",293,470,D,0,0.04
453,Lamp LED Touch Control,220,439,D,0,0.14
454,Chili Powder 1.5oz,1166,301,S,0,0
455,Vitamin C Serum 20%,542,345,D,0,0.16
456,Hammer Tap Toy,1104,266,D,0,0.14
457,Sunglasses Polarized Sports,212,183,D,0,0.17
458,Dish Soap Pump 16oz,1666,21,T,0.15,0
459,"Triangle 45° 8"" Clear",1290,447,D,0,0.1
460,The Alchemist 25th,240,81,D,0,0.12
461,Cellulite Massager Wooden,857,294,D,0,0.19
462,Police Car Lights & Siren,191,458,D,0,0.11
463,Toenail Clipper Heavy Duty,1598,256,D,0,0.11
464,Radiator Aluminum,1278,261,T,0.15,0
465,Rocking Horse Plush,1233,357,D,0,0.13
466,"Messenger Bag Canvas 14""",439,464,T,0.15,0
467,"Action Figure Superhero 6""",1740,105,D,0,0.14
468,Protein Shaker Bottle,284,71,D,0,0.03
469,Die Cutting Machine Manual,487,289,D,0,0.17
470,Serpentine Belt 6PK,1317,72,D,0,0.17
471,"Hedge Trimmer Cordless 22""",1243,352,D,0,0.13
472,Sulfur Granular 4lb,530,45,D,0,0.07
473,"T-Square Aluminum 18""",1453,255,T,0.15,0
474,Shredder Lubricant Sheets 12ct,190,404,D,0,0.1
475,Coil Spring Set,1714,436,D,0,0.07
476,Bikini Top Triangle,1148,417,T,0.15,0
477,Wonder Special Edition,1588,374,T,0.15,0
478,Oh the Places You'll Go!,1301,285,T,0.15,0
479,Leg Press Attachment,153,308,T,0.15,0
480,Helmet Kids Multi-Sport,1913,426,T,0.15,0
481,Facial Steamer Nano Ionic,731,293,T,0.15,0
482,Stamp Dispenser Moistener,679,207,T,0.15,0
483,Sprinkler Splash Pad,900,19,D,0,0.03
484,Origin Signed Edition,387,157,D,0,0.18
485,Laptop Backpack with USB Port,1498,189,T,0.15,0
486,Headband Athletic Sweat-Wicking,1995,180,T,0.15,0
487,Slow Cooker 6 Quart,1947,35,D,0,0.17
488,Wetsuit 3mm Full,275,306,D,0,0.07
489,Jurassic Park 30th Anniversary,784,497,T,0.15,0
490,"Paddle Board Inflatable 10'6""",929,443,D,0,0.12
491,"Portable Monitor 15.6""",110,184,D,0,0.04
492,Dried Lentils Red 1lb,1771,18,S,0,0
493,"Shipping Tape 2"" 110yd",1778,38,T,0.15,0
494,Whole Grain Pasta 16oz,1005,103,S,0,0
495,Water Filter Straw,636,113,D,0,0.06
496,Push-Up Stands Grip,599,210,T,0.15,0
497,Fuel Additive Injector Cleaner,998,208,T,0.15,0
498,Tablet Stand Holder,1816,112,D,0,0.07
499,The Handmaid's Tale Modern Classic,809,385,T,0.15,0
500,Baby Monitor Camera,1573,217,T,0.15,0
501,Cotton Rounds 100ct,1765,132,D,0,0.03
502,Rain Pants Breathable,1383,14,T,0.15,0
503,Laptop Cooling Pad,1604,379,D,0,0.02
504,Canister Set Airtight 4-Piece,1035,132,D,0,0.06
505,Wrist Weights 2lb,1073,279,D,0,0.14
506,"Masking Tape 1"" 60yd",367,425,D,0,0.14
